provenance,needs_review,family,name_a,name_b,label,confidence,base_is,generic_is,yield_qty,yield_unit,co_harvestable,judge_reason
ai-judged,AUTO,asparagu,asparagus,asparagus spears,SYNONYM,high,,,,,,"Asparagus is sold as spears; ""spears"" just names the natural form of the vegetable, not a different product. One bunch satisfies either name."
arbiter-resolved,AUTO,asparagu,asparagus,fresh asparagus,SYNONYM,high,,,,,,"Bare ""asparagus"" in recipe context means the fresh produce bunch; ""fresh"" only restates the default state. Same purchase, consistent with the family's high-confidence ""asparagus"" ~ ""asparagus spears"" SYNONYM."
arbiter-resolved,AUTO,asparagu,asparagus,fresh asparagus spears,SYNONYM,high,,,,,,"""Fresh"" is the default state and ""spears"" the default form of asparagus; both qualifiers are non-differentiating. Family already settles ""asparagus"" ~ ""asparagus spears"" and ""fresh asparagus"" ~ ""fresh asparagus spears"" as SYNONYM at high confidence."
human-reviewed,AUTO,asparagu,asparagus,"fresh asparagus spears, thick-cut",SUBSUMES,medium,,asparagus,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,asparagu,fresh asparagus,fresh asparagus spears,SYNONYM,high,,,,,,"""Spears"" is the standard form fresh asparagus is sold in; no additional purchase or distinction."
human-reviewed,AUTO,asparagu,fresh asparagus,"fresh asparagus spears, thick-cut",SUBSUMES,medium,,fresh asparagus,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,avocado,avocado,avocado oil,DISTINCT,high,,,,,,"Avocado oil is a bottled pressed oil bought separately; you cannot extract usable oil from a fruit at home, so a shopper holding avocados must make a second purchase."
arbiter-resolved,AUTO,avocado,avocado,ripe avocado,SUBSUMES,medium,,avocado,,,,"""avocado"" is unqualified on the ripeness axis; ripe avocados are a subset of avocados, and a shopper needing an avocado is satisfied by a ripe one while a recipe demanding ripe is not satisfied by a rock-hard one. Ripe/unripe exhaust the bare name, so the bare term is the genuine generic, not a sibling default."
arbiter-resolved,AUTO,avocado,avocado,ripe hass avocados,SUBSUMES,medium,,avocado,,,,"Bare ""avocado"" is unspecified on both variety and ripeness; ripe Hass avocados are a specific kind that satisfies it, but not the reverse. Consistent with the rest of the family chain."
arbiter-resolved,AUTO,avocado,ripe avocado,ripe hass avocados,SUBSUMES,medium,,ripe avocado,,,,"Both fix ripeness; the second adds the variety qualifier (Hass), so this is subsumption within the ripe tier with the first name as the generic. No competing axes are involved."
ai-judged,AUTO,back rib,baby back pork ribs,baby back ribs,SYNONYM,high,,,,,,Baby back ribs are by definition a pork loin-back cut; adding 'pork' only restates what the name already means. A shopper handed either name buys the same rack.
ai-judged,AUTO,bamboo shoot,"bamboo shoots, canned",canned bamboo shoots,SYNONYM,high,,,,,,Identical product with the word order reversed — both name a can of bamboo shoots; a shopper handed either name buys the same can.
ai-judged,AUTO,banana,banana leaves,bananas,DISTINCT,high,,,,,,Banana leaves are a separate purchase (usually sold frozen/fresh in packs) from the fruit; buying bananas does not get you leaves and vice versa.
ai-judged,AUTO,banana,bananas,pickled banana peppers,DISTINCT,high,,,,,,"Banana peppers are a chili pepper, unrelated to the banana fruit despite the shared word; a jar of pickled banana peppers is an entirely separate purchase."
arbiter-resolved,AUTO,bay leaf,bay leaves,dried bay leaves,SYNONYM,high,,,,,,"In retail and recipe usage 'bay leaves' means the dried leaf by default — the jar on the spice shelf is dried bay leaves. Fresh bay leaves are the marked exception and are always explicitly labelled 'fresh'. A shopper holding dried bay leaves has fully satisfied a call for 'bay leaves', so it is one purchase under two names rather than a generic/specific pair."
ai-judged,AUTO,bbq sauce,bbq sauce,honey bbq sauce,SUBSUMES,high,,bbq sauce,,,,"""bbq sauce"" is the bare generic and does not denote one standard flavor to the exclusion of others; honey bbq sauce is a specific flavor variety that satisfies a call for plain bbq sauce, but not the reverse."
ai-judged,AUTO,bbq sauce,bbq sauce,smoky bbq sauce,SUBSUMES,high,,bbq sauce,,,,"Same shape as the honey variant: ""bbq sauce"" is unqualified and generic, ""smoky bbq sauce"" fixes the flavor axis. A shopper needing bbq sauce is served by a smoky one; a recipe calling for smoky is not served by just any bottle."
ai-judged,AUTO,bbq sauce,bbq sauce,your favorite bbq sauce,SYNONYM,high,,,,,,"""Your favorite bbq sauce"" is a recipe-writer's phrasing for any bbq sauce; it adds no product qualifier and buys the identical bottle."
arbiter-resolved,AUTO,bean_legume,bean sprouts,fresh bean sprouts,SUBSUMES,medium,,bean sprouts,,,,"Bean sprouts are sold fresh (produce section) and also canned; 'fresh' fixes the form axis, so the bare first name is the generic satisfied by the fresh specific. Parallels 'green beans' ~ 'fresh green beans' in this family."
ai-judged,AUTO,bean_legume,black beans,canned black beans,SUBSUMES,high,,black beans,,,,Bare 'black beans' leaves the form open; 'canned' is one specific purchasable form of it.
arbiter-resolved,AUTO,bean_legume,black beans,cooked black beans,SUBSUMES,medium,,black beans,,,,"Bare 'black beans' covers dried and canned (already cooked) forms; 'cooked black beans' fixes the state and is one way of satisfying the bare name, not the reverse. Generic is the first."
arbiter-resolved,AUTO,bean_legume,black beans,dried black beans,SUBSUMES,high,,black beans,,,,Bare 'black beans' is unqualified on form and is satisfied by dried; the family consistently treats bare bean names as generic over both dried and canned specifics.
ai-judged,AUTO,bean_legume,black beans,fermented black bean paste,DISTINCT,high,,,,,,"Fermented black bean paste is a separate seasoning product (usually fermented soybeans), a second purchase entirely."
ai-judged,AUTO,bean_legume,black beans,fermented black beans (douchi),DISTINCT,high,,,,,,"Douchi are salted fermented soybeans sold as a condiment, not ordinary black beans."
ai-judged,AUTO,bean_legume,black beans,fresh green beans,DISTINCT,high,,,,,,Different vegetables entirely: dry pulse vs fresh pod.
ai-judged,AUTO,bean_legume,black beans,frozen green beans,DISTINCT,high,,,,,,Different vegetables entirely.
ai-judged,AUTO,bean_legume,black beans,green beans,DISTINCT,high,,,,,,Black beans and green beans are unrelated products sharing only the word 'beans'.
arbiter-resolved,AUTO,bean_legume,black beans,refried black beans,DISTINCT,high,,,,,,"Refried black beans are a seasoned, fat-cooked, mashed prepared product bought as its own can; plain black beans will not serve, and vice versa."
arbiter-resolved,AUTO,bean_legume,canned black beans,cooked black beans,SUBSUMES,medium,,cooked black beans,,,,'Canned' entails cooked — canned black beans are literally cooked black beans in a can — so canned is a specific way of meeting the broader demand for cooked black beans (which could also come from dried). Generic is the second.
ai-judged,AUTO,bean_legume,canned black beans,dried black beans,DISTINCT,high,,,,,,Two different shelf products: a can and a bag of dry beans.
ai-judged,AUTO,bean_legume,canned black beans,fresh green beans,DISTINCT,high,,,,,,Different vegetables entirely.
ai-judged,AUTO,bean_legume,canned black beans,frozen green beans,DISTINCT,high,,,,,,Different vegetables entirely.
ai-judged,AUTO,bean_legume,canned black beans,green beans,DISTINCT,high,,,,,,Different vegetables entirely.
ai-judged,AUTO,bean_legume,canned cannellini beans,canned white cannellini beans,SYNONYM,high,,,,,,Cannellini beans are white by definition; 'white' adds nothing. Same can.
ai-judged,AUTO,bean_legume,canned cannellini beans,cannellini beans,SUBSUMES,high,,cannellini beans,,,,'cannellini beans' is the bare generic; 'canned' fixes the form. Generic is the second name.
ai-judged,AUTO,bean_legume,canned chickpeas,chickpeas,SUBSUMES,high,,chickpeas,,,,'chickpeas' is unqualified on form; canned is one specific form. Generic is the second name.
ai-judged,AUTO,bean_legume,canned chickpeas,dried chickpeas,DISTINCT,high,,,,,,A can and a bag of dried chickpeas are two separate purchases.
ai-judged,AUTO,bean_legume,canned dark red kidney beans,canned kidney beans,SUBSUMES,high,,canned kidney beans,,,,"Both canned; 'dark red' fixes the shade left open by the second name, so the second is generic."
ai-judged,AUTO,bean_legume,canned dark red kidney beans,dark red kidney beans,SUBSUMES,high,,dark red kidney beans,,,,"Same bean shade; 'canned' fixes the form the second name leaves open, so the second is generic."
ai-judged,AUTO,bean_legume,canned dark red kidney beans,dried red kidney beans,DISTINCT,high,,,,,,Canned vs dried are two different products on the shelf.
arbiter-resolved,AUTO,bean_legume,canned dark red kidney beans,kidney beans,SUBSUMES,high,,kidney beans,,,,"'Kidney beans' is bare on colour, shade and form; canned dark red kidney beans are one specific product that satisfies it. Generic is the second."
arbiter-resolved,AUTO,bean_legume,canned dark red kidney beans,red kidney beans,SUBSUMES,high,,red kidney beans,,,,'Red kidney beans' leaves form and shade-depth open; the canned dark red version is a specific instance of it. Generic is the second.
arbiter-resolved,AUTO,bean_legume,canned kidney beans,dark red kidney beans,DISTINCT,medium,,,,,,"Qualified on different axes: 'canned' fixes form with shade open, 'dark red' fixes shade with form open. Neither name covers the other, so they are siblings — no contradiction with the bare-name pairs."
ai-judged,AUTO,bean_legume,canned kidney beans,dried red kidney beans,DISTINCT,high,,,,,,Canned vs dried: two different purchases.
ai-judged,AUTO,bean_legume,canned kidney beans,kidney beans,SUBSUMES,high,,kidney beans,,,,Bare 'kidney beans' is the generic; canned is a specific form of it.
arbiter-resolved,AUTO,bean_legume,canned kidney beans,red kidney beans,DISTINCT,medium,,,,,,Different axes: 'canned' fixes form leaving colour open; 'red' fixes colour leaving form (dried vs canned) open. Two specifics on separate axes do not subsume.
ai-judged,AUTO,bean_legume,canned navy beans,dried navy beans,DISTINCT,high,,,,,,A can and a bag of dry navy beans are two separate purchases.
ai-judged,AUTO,bean_legume,canned navy beans,navy beans,SUBSUMES,high,,navy beans,,,,Bare 'navy beans' is the generic; canned is one form. Generic is the second name.
ai-judged,AUTO,bean_legume,canned pinto beans,dried pinto beans,DISTINCT,high,,,,,,Canned vs dried pinto beans are two different products.
ai-judged,AUTO,bean_legume,canned pinto beans,pinto beans,SUBSUMES,high,,pinto beans,,,,Bare 'pinto beans' is the generic; canned is a specific form. Generic is the second name.
ai-judged,AUTO,bean_legume,canned pinto beans,"pinto beans, canned",SYNONYM,high,,,,,,"Identical product, word order only."
ai-judged,AUTO,bean_legume,canned refried beans,refried beans,SUBSUMES,high,,refried beans,,,,'refried beans' leaves the form open (canned or homemade); the canned version satisfies it. Generic is the second.
arbiter-resolved,AUTO,bean_legume,canned refried beans,refried black beans,DISTINCT,medium,,,,,,Different axes and different beans: 'canned refried beans' fixes packaging with bean type at the pinto default; 'refried black beans' fixes bean type. Neither satisfies the other.
ai-judged,AUTO,bean_legume,canned white cannellini beans,cannellini beans,SUBSUMES,high,,cannellini beans,,,,"'white' is redundant for cannellini, so the only real qualifier is 'canned'; the bare second name is the generic."
arbiter-resolved,AUTO,bean_legume,chana dal (split yellow chickpeas),chickpeas,DISTINCT,high,,,,,,"Chana dal is a hulled, split desi pulse sold as its own dried product with different cooking behaviour; whole chickpeas cannot substitute and it is not simply a form of the chickpea purchase on the shelf."
arbiter-resolved,AUTO,bean_legume,chickpeas,dried chickpeas,SUBSUMES,high,,chickpeas,,,,Bare 'chickpeas' is unqualified on form and is met by dried chickpeas; the reverse fails. Consistent with 'canned chickpeas' ~ 'chickpeas' => SUBSUMES. Generic is the first.
arbiter-resolved,AUTO,bean_legume,cooked black beans,dried black beans,COMPONENT,high,dried black beans,,3,cup,false,Dried black beans are the purchase; soaking and simmering them yields cooked black beans. Nothing else is bought and the dried unit is consumed in the process.
ai-judged,AUTO,bean_legume,cooked black beans,fresh green beans,DISTINCT,high,,,,,,Different vegetables entirely.
ai-judged,AUTO,bean_legume,cooked black beans,frozen green beans,DISTINCT,high,,,,,,Different vegetables entirely.
ai-judged,AUTO,bean_legume,cooked black beans,green beans,DISTINCT,high,,,,,,Different vegetables entirely.
arbiter-resolved,AUTO,bean_legume,dark red kidney beans,dried red kidney beans,DISTINCT,medium,,,,,,Qualified on different axes: 'dark red' fixes shade with form open; 'dried red' fixes form with shade-depth open. Neither covers the other.
